Date,Time,Timezone,Retailer,lastUserSessionId,store,Retailer StoreID,country,lastActiveUser,app version,Q1: How satisfied are you with the NewStore Associate App?,Q2: Can you tell us why?,Q2. Other (please specify) explain,Q3: How often do these issues occur?,"Q4: How would you rate the recent app's performance (e.g., speed, reliability)?",Q5: Where should we focus on improving the app?,Q5. Others (please specify) explain,"Q6: Any other thoughts, feedback, or ideas you have for us?"
2025-08-14,8:04:45,UTC,sweatybetty,IiytWG3z8ux0j1aBNkkT-,29,sweatybetty_29,,a6b39902a39e527f8f9f0825ddd918e9,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,
2025-08-14,8:24:28,UTC,mathers,ElwqqiXwVtHtaLYhvdUWS,JAF,mathers_JAF,,00249952de4b50c8a415f66e4d9d9427,1.67.0 ,😐 Neutral,`The app is slow to open after I log in.`,,Frequently (more than 3 times per week),☹️ Poor,`Speed and Performance`,,
2025-08-14,8:28:14,UTC,clarks,Wud71l69RTk9I8I_zvBrv,5590,clarks_5590,,543bd9285c28558391b50e2f2353b606,1.66.1 ,🙁 Unsatisfied,,,,,,,
2025-08-14,9:30:14,UTC,whitestuff,Dh-9dNMYKni2PKUfJmu3x,163,whitestuff_163,,3289f8eb97f55065878f900381580834,1.67.0 ,😍 Very satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in` ,`Scanning`",,
2025-08-14,9:34:03,UTC,clarks,ml6QqhTuBb0zWC-x1XXZn,5423,clarks_5423,,da515109494e5928be4efbd6a655fb05,1.66.1 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.` ,`Other (please specify)`",Apps awful. Buggy. Looking up stock is slow and inconvenient. Old system you could see all colours and width and stock at the same time with a simple chart system. ,Occasionally (2-3 times per week),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment` ,`Taxes` ,`Others (please specify)`",The whole thing is trash,
2025-08-14,9:43:41,UTC,sweatybetty,zOc8Gw4rCLs-rqtgNl8Xl,141,sweatybetty_141,,5b4ecf4ecc875e2a94b852be578ed016,1.67.0 ,😭 Very Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Occasionally (2-3 times per week),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching`",,No
2025-08-14,9:56:50,UTC,williams,kUh3rBrZKXxwpiTAeK7lf,KAJ,williams_KAJ,,d1702623189053bf818162c728e5e6d2,1.67.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work`",,Frequently (more than 3 times per week),☹️ Poor,`Speed and Performance`,,
2025-08-14,9:58:28,UTC,clarks,3MHwvxFJhtoxDTafj4kDd,2103,clarks_2103,,327dd2c30ac55295ad70f2d4ff910d8a,1.66.1 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.` ,`Other (please specify)`",,Rarely (Once a week or less),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment` ,`Taxes`",,
2025-08-14,10:08:22,UTC,footasylum,gQ-QGCgcLqiyHfxRnZwR_,S0092,footasylum_S0092,,298ef9c4941b5e45a8849c934da7cd5b,1.67.0 ,🙂 Satisfied,,,,🙂 Good,`Others (please specify)`,Sometimes it just crashes ,Nope
2025-08-14,10:20:53,UTC,lornajaneoms,Nc7wTZj6cIs_ANo5QkVuk,182,lornajaneoms_182,,a5a00f9acca75beaab865d8e873d2359,1.67.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Scanning` ,`Searching`",,Quicker search
2025-08-14,10:52:03,UTC,clarks,SnwYJjZTncLE-Ga1lfVL1,1830,clarks_1830,,f4ad1be8cd135b07b125b05e96d228cc,1.66.1 ,😍 Very satisfied,,,,,,,
2025-08-14,11:09:59,UTC,clarks,h7v5iPDAU9_Isrwy8x_j7,1782,clarks_1782,,3932efcde3fc560cb0762d5574f42ed8,1.66.1 ,😭 Very Unsatisfied,,,,,,,
2025-08-14,11:14:06,UTC,ctshirts,Z9O2BB2R9FZp57i97qbbs,72,ctshirts_72,,2293fa2e721b56639866cabafee4f81b,1.66.1 ,😍 Very satisfied,,,,🙂 Good,"`Logging in` ,`Scanning`",,
2025-08-14,11:58:50,UTC,clarks,4JHaidDxYqKUJ-0itSac5,5104,clarks_5104,,a51a9692ffb0563e85aa0c003fd2eabd,1.66.1 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Consistently (daily),😭 Very poor,`Speed and Performance`,,
2025-08-14,12:08:40,UTC,clarks,ZVA13jT6J-Fq0pQi3IDn7,5445,clarks_5445,,e4e0fee4e2b050cdbaeb340a09d1f5f8,1.66.1 ,😍 Very satisfied,,,,😍 Excellent,`Logging in`,,Good
2025-08-14,12:14:55,UTC,whitestuff,IvQFejgeIpangbX31Brx1,75,whitestuff_75,,60b40f1c33ea56e981d3489afa1e421c,1.67.0 ,🙂 Satisfied,,,,,,,
2025-08-14,12:54:08,UTC,ctshirts,ArcuzNN2T01edlrSfNqQ1,1,ctshirts_1,,0472e9a3c262582fa4b18635d6d252e8,1.67.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Customer Capture`",,"When customers address us put into their customer preference, allow us to auto select it when shipping products to customers "
2025-08-14,13:03:54,UTC,footasylum,9HYGsaZxA1cyYPrNlsoD9,S0070,footasylum_S0070,,1de1911c917a57cab0b1681290883f8d,1.67.0 ,😐 Neutral,,,,,,,
2025-08-14,13:19:15,UTC,clarks,tGB3St3LFQDBxeUacWISc,5641,clarks_5641,,6c5ab56dcc465accaf5159200bf783a9,1.66.1 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2025-08-14,14:14:52,UTC,sweatybetty,JYX4PKY6_YMWYNUvPFc_G,52,sweatybetty_52,,f42b4d5a5b7e53ee9120ea2ade91e6c3,1.67.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`It’s hard to find products.` ,`The app is slow to open after I log in.`",,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2025-08-14,15:09:06,UTC,clarks,QQJoK3ez6s-WFWgPOZrr5,3257,clarks_3257,,787364b0c06b569782d295c6345b0392,1.66.1 ,🙂 Satisfied,,,,,,,
2025-08-14,15:46:51,UTC,footasylum,82PNGrVAmLXwkDO0kka1I,S0091,footasylum_S0091,,e5691f3467f3524aae1c7ccf888b75cd,1.67.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Scanning` ,`Searching` ,`Ease of Navigation`",,
2025-08-14,17:28:46,UTC,ctshirts,I1oy1krJ616-k9iq6hJt5,1,ctshirts_1,,42137db6e0255545bdf1a443e88557eb,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work`",,Frequently (more than 3 times per week),😭 Very poor,"`Speed and Performance` ,`Logging in`",,
2025-08-14,17:36:49,UTC,clarks,OYdQQjO0RH3VPTDttr_Hb,1819,clarks_1819,,c69eaa8bdc785c45aaa3bda73b18446d,1.66.1 ,🙂 Satisfied,,,,,,,
2025-08-14,18:15:20,UTC,ctshirts,hvNbBM9tUfF4Rk9-ahbl-,32,ctshirts_32,,1abe5fe01a1959c8856a18ec46a7c8f6,1.67.0 ,🙂 Satisfied,,,,😐 OK,`Searching`,,
2025-08-14,18:39:01,UTC,footasylum,wA2FxGftB49PmUO5l6P7B,S0069,footasylum_S0069,,5aecea447d6f5c4680564a29ba6cd2b3,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Too many steps to complete a task.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment` ,`Taxes`",,
2025-08-14,19:33:59,UTC,roots,Hlwx6YfR-4t8z5oXMR_no,194,roots_194,,bed5f60d19a4575889d429a27c2ddef2,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,`Scanning`,,
2025-08-14,20:12:15,UTC,untuckit,wA5wMNWkWw0DmU2niNrEy,ef99ecf8-6826-4217-8816-608fa0e583b2,untuckit_ef99ecf8-6826-4217-8816-608fa0e583b2,,ac358606b13e5a05b491cc2cecf2ce51,1.67.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`Other (please specify)`",When switching between payment terminals the app typically crashes and slows an entire transaction.,Occasionally (2-3 times per week),😐 OK,"`Logging in` ,`Scanning` ,`Searching` ,`Payment`",,Frequent crashes annoy customers on their lunch breaks trying to quickly buy a shirt or two.
2025-08-14,20:44:55,UTC,untuckit,wCAVww90l1wMV5kX-qSH9,13418b46-6599-4016-9497-95c1d73bf6b8,untuckit_13418b46-6599-4016-9497-95c1d73bf6b8,,9342dae600bd4bd6bd5aa1a1480aa262,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,`Customer Capture`,,
2025-08-14,22:21:09,UTC,fossilgroup,3xqHfcZGvWroeYhovFrLf,7419,fossilgroup_7419,,dacfcf7072725d36819f5f97713e0bf9,1.66.1 ,😍 Very satisfied,,,,😍 Excellent,`Ease of Navigation`,,N/a
2025-08-14,23:48:50,UTC,lornajaneoms,,,lornajaneoms_,,,1.67.0 ,🙂 Satisfied,,,,🙂 Good,`Payment`,,
2025-08-15,0:17:36,UTC,rmwilliams,B58tjeXKUQjFOcsHsEbkf,555,rmwilliams_555,,1a5364e56bee5eeb950e1d90d3215dd3,1.67.0 ,😍 Very satisfied,,,,🙂 Good,`Speed and Performance`,,S
2025-08-15,2:17:21,UTC,lornajaneoms,4Q_iApgzGVLI8vS8QNYPg,359,lornajaneoms_359,,88677d71a0465ac381aaff1757e7d2cb,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Searching` ,`Customer Capture` ,`Ease of Navigation`",,
2025-08-15,5:53:35,UTC,rmwilliams,A92zUZARwnVG-JUJAgbCz,180,rmwilliams_180,,638f7917403e5f988f305e89a3bf0ee4,1.67.0 ,😐 Neutral,,,,,,,
2025-08-15,7:49:25,UTC,ctshirts,NVa_wx6B6LL9L7J_LD9E7,67,ctshirts_67,,2137a66928775bcfbc69ef3c9437b162,1.67.0 ,🙂 Satisfied,,,,😐 OK,,,
2025-08-15,8:35:27,UTC,lornajaneoms,R1UI7yqd1fGPilTNEePn9,75,lornajaneoms_75,,bb5031b31d7a53aca09898a0dde446a2,1.67.0 ,🙂 Satisfied,,,,🙂 Good,"`Searching` ,`Customer Capture`",,
2025-08-15,9:29:00,UTC,clarks,75pZ_3Zsph8DAYe66OdE6,5641,clarks_5641,,57030d13d7b954da9bd2df545a4e7130,1.66.1 ,😭 Very Unsatisfied,,,,,,,
2025-08-15,10:48:47,UTC,footasylum,kw8e19u_uITgH5IWcl6q0,S0084,footasylum_S0084,,08b84f8d2e225bedab48c0bee6b604a8,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)`",,Frequently (more than 3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching`",,
2025-08-15,11:05:56,UTC,sweatybetty,gosxKdTvTR-8wj7P6D_Qr,98,sweatybetty_98,,a9c6e19ca9505ffb8ce5539748a4753f,1.67.0 ,😭 Very Unsatisfied,,,,,,,
2025-08-15,11:50:04,UTC,footasylum,LB1OxCpN-FprHe_ea4asA,S0015,footasylum_S0015,,0a298843f4f75bbe80dee43cbfaa6115,1.67.0 ,😍 Very satisfied,,,,🙂 Good,`Others (please specify)`,,
2025-08-15,12:15:21,UTC,whitestuff,z2EfYR1qaf-AELTE8vDGO,200,whitestuff_200,,d622c1e019f958ffa0c1542cf3484368,1.67.0 ,🙂 Satisfied,,,,🙂 Good,`Speed and Performance`,,"Idea- add a price check feature, so instead of using the scan feature and having to go back. It will just show u and maybe create a list of everything you’ve scanned"
2025-08-15,12:20:28,UTC,ctshirts,yDRF3jVj11oYOMWl4NiKe,28,ctshirts_28,,fe3f935b9c845e30a79a3b500db9f82d,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,`Logging in`,,
2025-08-15,12:35:25,UTC,ctshirts,fzUcw6fcYy2gTJL1CqL8p,64,ctshirts_64,,feaa8411feea52d089496edaf1594f56,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Other (please specify)`","There are features that are really useful like making it smothered to serve customers. Sometimes the app becomes slow but most of the time is ok. On the previous system we were able to print barcodes for items as well as look for other items in other stores without having to go through a long process. Also, you were able to see when an item was not available to order or when it would be back in stock, on the previous system.",Occasionally (2-3 times per week),🙂 Good,"`Speed and Performance` ,`Others (please specify)`",Scanning click and collect,"Maybe add the option to print barcodes, make it easy to see availability of items in other stores. "
2025-08-15,13:28:45,UTC,footasylum,pgaGyAzfr-9wLNKbi9S8r,S0096,footasylum_S0096,,b5f75f3862915a5282146498e4577234,1.67.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)`",,Consistently (daily),😐 OK,,,
2025-08-15,13:44:56,UTC,whitestuff,wigdymnfR7A1sHfNTmixp,77,whitestuff_77,,13433753b3da5e7a8fdaed68df6afc1d,1.67.0 ,🙂 Satisfied,,,,😐 OK,"`Logging in` ,`Scanning` ,`Searching` ,`Payment`",,
2025-08-15,13:55:01,UTC,clarks,B5QlscS9_Lt9H3VXo0Wi9,6384,clarks_6384,,35ac839575745a57a5e31b0eba765d38,1.66.1 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Scanning` ,`Searching`",,
2025-08-15,14:16:52,UTC,frame,HGOfku6UfaKj_xM0LTjku,293002,frame_293002,,e5eef9d491c55c459a04bc5a7a0d7d2d,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)`",,Occasionally (2-3 times per week),🙂 Good,"`Speed and Performance` ,`Logging in` ,`Searching`",,
2025-08-15,15:01:04,UTC,footasylum,pxgfPXXowznheZCoGYhHi,S0083,footasylum_S0083,,55606c37188259038e506e094b27449e,1.67.0 ,😭 Very Unsatisfied,,,,,,,
2025-08-15,15:04:29,UTC,clarks,IDpQ8Yhs7JQ6mrPoTOZMA,3040,clarks_3040,,20548baf7ec0537d800385b61f492a30,1.66.1 ,😐 Neutral,,,,,,,
2025-08-15,15:43:29,UTC,ctshirts,tVsTmZ7l-6h0_b2QwHjX0,63,ctshirts_63,,67c919f26ce057f78316b1209caca9fb,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2025-08-15,16:06:59,UTC,sweatybetty,v5HmehaxXOFFfEaxgqgBM,134,sweatybetty_134,,3cc4da91cba958dea68b6cdcb69e9468,1.67.0 ,🙂 Satisfied,,,,☹️ Poor,`Speed and Performance`,,
2025-08-15,17:17:05,UTC,birkenstock,H5CTPfklFq4iKScKz5Md4,319002,birkenstock_319002,,0e00a181cd775138851e8fc067247253,1.67.0 ,🙁 Unsatisfied,,,,,,,
2025-08-15,17:29:18,UTC,rapha,LLKC56r2O7PUqEZUHzold,CC-SF,rapha_CC-SF,,640e211b6ba65d7ebf25e387bfd002c9,1.65.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture`",,
2025-08-15,18:26:21,UTC,footasylum,XahZSv5fzk8HWW7-Vpcwr,S0007,footasylum_S0007,,f061dd1555395d4791a30ea5e78bb19d,1.67.0 ,🙁 Unsatisfied,,,,,,,
2025-08-15,18:33:03,UTC,footasylum,pWouayCh2b_3pBGzU8DPx,S0027,footasylum_S0027,,9af1a333910057b49b49258df15af38c,1.67.0 ,😐 Neutral,`The login process interrupts my work`,,Occasionally (2-3 times per week),😐 OK,`Logging in`,,
2025-08-15,18:41:22,UTC,footasylum,z-exlgWNBv43T4r6pe48R,S0007,footasylum_S0007,,3a9f4ccb3a275117a022c91ec9b9edb9,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Others (please specify)`",I lied,
2025-08-15,20:09:19,UTC,untuckit,0v4hzVRl_g6DxrvDz7XWL,327c8da1-7da1-4f02-af8d-3f1bc98d0f01,untuckit_327c8da1-7da1-4f02-af8d-3f1bc98d0f01,,9f7a443dbce25101afc386d1789493b3,1.67.0 ,🙁 Unsatisfied,,,,,,,
2025-08-15,21:31:18,UTC,ctshirts,pzzGtLYQ_6IQVkMPC7vzE,54,ctshirts_54,,9d3e4a807dd5518fb94d09f593e9edf5,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,"`Logging in` ,`Searching`",,I feel like it would be 10x easier if we can click on an item such as a dress shirt and be able to chose what fit instead of searching for it and typing ESF and SF before the name of the dress shirt/ suits. 
2025-08-15,22:20:24,UTC,shinola,Y3urGsKHVWP5pGiM_lDh1,10022,shinola_10022,,d464c9e2b09256ce91c313d5f2936716,1.67.0 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,Sometimes the app doesn’t load
2025-08-15,22:35:18,UTC,williams,FTSQSwKrcDN__xoUXhrRI,KGU,williams_KGU,,8b935678f71e5320a3a31ce19d6c0dd8,1.67.0 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)`",,Consistently (daily),☹️ Poor,`Speed and Performance`,,Since the update camera keeps 'pausing' when trying to scan an item. Everything is running very slowly
2025-08-15,22:45:36,UTC,rapha,uJdZ_jbSA5gWKrCycFbS9,CC-LA,rapha_CC-LA,,6888b14c25b5577f891955b8390b594d,1.66.1 ,😐 Neutral,,,,,,,
2025-08-15,23:33:55,UTC,clarks,0kb9Jmfh9X0d7Jlf27K6v,A828,clarks_A828,,b358cc6c8ad455be92e77b0b825bcde1,1.66.1 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Logging in` ,`Customer Capture` ,`Payment`",,Shouldn't have to call to verify as often for log in. Should be a coin roll option in the cash count. When busy the app is very slow and lags. Payment recording has been very slow. Please show a big email verification for email receipts so customers can confirm. Please let emails be added/changed after the fact for receipts
2025-08-15,23:41:06,UTC,williams,IxP3lk44epLf7LnLvHXx-,KCE,williams_KCE,,43ee134c7a64582992f43a6a4ca0249e,1.67.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😭 Very poor,"`Speed and Performance` ,`Scanning` ,`Searching`",,
2025-08-16,0:13:38,UTC,roots,Y0PvDtX3bqktjgMQDIjPb,335,roots_335,,69efe0d0708956bdbcc03ba03a67efcd,1.64.0 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,"Password changes are quite frequent, is this by interval or by usage time? "
2025-08-16,0:20:58,UTC,vbretail,QO0-LQ9aCQQ3KVJImzMZ-,311034,vbretail_311034,,82c66b07874254bc901a80dfff45e4db,1.67.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Scanning` ,`Ease of Navigation` ,`Payment`",,
2025-08-16,0:55:30,UTC,rmwilliams,AC8JVptMEoUdFvyXuzdJB,605,rmwilliams_605,,4c4d9c427c225dd78bb13c6b5031fc37,1.67.0 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,None
2025-08-16,1:37:58,UTC,fossilgroup,JqsPIjOsfNh8KU1-t2WVT,5976,fossilgroup_5976,,ad00826b813d58deb4bfc9813e1ef123,1.66.1 ,😐 Neutral,"`The login process interrupts my work` ,`The app is slow to open after I log in.`",,,,,,
2025-08-16,2:11:13,UTC,lornajaneoms,UoFFZ9wqvQhr1JAAvDO30,120,lornajaneoms_120,,1e8e2170c6f159439a3c3271aa6052f9,1.67.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Logging in`",,
2025-08-16,2:41:02,UTC,williams,Akyuxjnh6Kh2MR416PKV9,KEZ,williams_KEZ,,3b00dcb0ee6f5a80b1a8bebadaef9c85,1.67.0 ,😍 Very satisfied,,,,🙂 Good,"`Logging in` ,`Scanning`",,
2025-08-16,4:46:24,UTC,lornajaneoms,_W9rXj6jzy62P6ZbmBSPN,20,lornajaneoms_20,,787b9397e256541181bdd45281737179,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Searching`",,
2025-08-16,5:53:13,UTC,lornajaneoms,lMr6EG6fzmoP5P9Vp_peS,163,lornajaneoms_163,,18561252f9675288828e35c660a9e35b,1.67.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching`",,
2025-08-16,8:37:51,UTC,whitestuff,LRMdwQ9ktNTU2GdtJhpVu,32,whitestuff_32,,0e547fb6ae4e594aa8a70e59c19850dd,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Logging in`",,
2025-08-16,8:47:09,UTC,footasylum,L8tMEMRydgqgzWjHbl8Rw,S0037,footasylum_S0037,,1328dc21d3c1537fa56f250ef39185fe,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work`",,Occasionally (2-3 times per week),☹️ Poor,"`Speed and Performance` ,`Scanning` ,`Searching` ,`Payment`",,
2025-08-16,8:49:44,UTC,ctshirts,Y4HhzyUfMCvGpuNJNDsvI,48,ctshirts_48,,f93c2645575d58dc8540b0340f46887b,1.67.0 ,😐 Neutral,`The login process interrupts my work`,,Frequently (more than 3 times per week),😐 OK,`Logging in`,,
2025-08-16,9:00:12,UTC,footasylum,Rqd03zDvaFw66WFBHteMo,S0093,footasylum_S0093,,d401e87399ff5b59985ab135bd2c570a,1.67.0 ,🙂 Satisfied,,,,🙂 Good,`Others (please specify)`,Glitches ,
2025-08-16,9:23:44,UTC,whitestuff,12yXAbTbGFArE5XIiKV7o,61,whitestuff_61,,92752c002cf8537e93acc63a0e3261fd,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Logging in` ,`Scanning`",,
2025-08-16,9:44:17,UTC,footasylum,6uW-f_yNIMQyKgk_8j0lV,S0047,footasylum_S0047,,17aa221baec9586eb907d913f83d710d,1.67.0 ,🙂 Satisfied,,,,,,,
2025-08-16,9:55:32,UTC,clarks,4JHaidDxYqKUJ-0itSac5,5104,clarks_5104,,a51a9692ffb0563e85aa0c003fd2eabd,1.66.1 ,🙁 Unsatisfied,`The app is slow to open after I log in.`,,Rarely (Once a week or less),😐 OK,`Speed and Performance`,,.
2025-08-16,10:47:44,UTC,footasylum,ba8kvL7CVj333Z_5DxgWD,S0080,footasylum_S0080,,e332532ae24d5e49829f3350f630efdd,1.67.0 ,😭 Very Unsatisfied,"`The app is slow to open after I log in.` ,`Other (please specify)`",,Consistently (daily),😭 Very poor,,,
2025-08-16,11:03:01,UTC,footasylum,wyEevF28g9MFu7CbLrWgG,S0029,footasylum_S0029,,3fa5210b24805955808b6ed14a36bfa1,1.67.0 ,🙂 Satisfied,,,,,,,
2025-08-16,11:17:58,UTC,footasylum,otM4jVwlSdE2nDlzDE5CI,S0097,footasylum_S0097,,89cec3fdfd365553ac21e061d76400da,1.67.0 ,😭 Very Unsatisfied,,,,,,,
2025-08-16,12:36:43,UTC,ctshirts,s_Mbt1leRMN0NyEwIYMw1,48,ctshirts_48,,02eef027e5c95fbda4d14bbd0ae20475,1.67.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`It’s hard to find products.`",,Frequently (more than 3 times per week),😐 OK,"`Scanning` ,`Searching` ,`Ease of Navigation`",,
2025-08-16,14:14:13,UTC,untuckit,LbzV-ivt16-B7gsIhNxMe,27d1c526-fdbb-4b64-b124-0870c880167d,untuckit_27d1c526-fdbb-4b64-b124-0870c880167d,,378fb70345065861ada92353e34237f7,1.67.0 ,🙂 Satisfied,,,,🙂 Good,,,
2025-08-16,14:15:19,UTC,footasylum,R4TVrT23Coxez62PkgpCY,S0080,footasylum_S0080,,9b26960a63b0598aa597aaa0fdca338f,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)`",,Occasionally (2-3 times per week),😐 OK,`Searching`,,
2025-08-16,14:30:51,UTC,clarks,tDFp_zq06FuA5D58qkKYs,1778,clarks_1778,,5fb33122900d5d4cb1a1a728e589882d,1.66.1 ,🙁 Unsatisfied,,,,,,,
2025-08-16,14:32:28,UTC,clarks,jtsRnQ9f0V-IIpk83xrDs,1778,clarks_1778,,a0b44846a7a051aab72086cc8992ac2d,1.66.1 ,😭 Very Unsatisfied,,,,,,,
2025-08-16,14:33:32,UTC,footasylum,HnMxxIcump_AQ3v1DzCLm,S0006,footasylum_S0006,,64d11507a1bc55e79fa5c5df57e3e92f,1.67.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Scanning`",,
2025-08-16,15:01:55,UTC,ctshirts,YZMWQJXpKQmwC2o-wloWm,48,ctshirts_48,,c3729ada7e21519c859d19b9b2e1ab8e,1.67.0 ,😐 Neutral,`The login process interrupts my work`,,Frequently (more than 3 times per week),😐 OK,`Logging in`,,
2025-08-16,15:02:31,UTC,ctshirts,Bi9mlaiE3nn4xMG383sTg,10,ctshirts_10,,a0852569a2685c5bb25e31e770ad8a47,1.67.0 ,😭 Very Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`It’s hard to find products.` ,`The login process interrupts my work` ,`Other (please specify)`","While simple transactions are easy, complicated transactions are exponentially harder and often impossible",Consistently (daily),☹️ Poor,"`Speed and Performance` ,`Scanning` ,`Searching` ,`Ease of Navigation` ,`Others (please specify)`",Flexibility in terms of multiple return aspects—blind & non-blind both—as well as other flexibility aspects,"We need to be able to have a stack of items that can be set to one price point, not many separate items. Performance slows & stops frequently with more than 25 items"
2025-08-16,15:37:13,UTC,clarks,ECgeCt9oD5STEkBnxLjrt,1726,clarks_1726,,3c248c5068405d8eb131598f1b0f1395,1.66.1 ,😐 Neutral,"`It’s hard to find products.` ,`The login process interrupts my work` ,`Other (please specify)`",No noise notification when receiving a task ,Consistently (daily),😐 OK,`Logging in`,,
