Date,Time,Timezone,Page,Retailer,User Agent,Q1: How would rate your satisfaction with the Omnichannel Manager (NOM) at newstore.com?,Q2: Why are you unsatisfied?,Q3: What should we prioritize improving in NOM?,Q3. Other (Please specify) explain,Q4: Select your job title,Q4. Other (Please specify) explain,Q5: What are the tasks you use NOM for?,Q5. Other (Please specify) explain,Q6: Anything else to add?
2025-10-13,12:18:01,UTC,https://manager.shinola.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,shinola,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,"`Make it easier to import and export data` ,`Focus on shipping new features` ,`Other (Please specify)`","There are still a lot of functions that can only be executed from the API and not the UI: inventory updates, rerouting, catalog management, item level cancellations, etc.",Engineering/IT Professional,,"`Looking up orders and order statuses` ,`Managing order fulfillment`",,
2025-10-12,18:32:25,UTC,https://manager.shinola.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,shinola,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,"`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data` ,`Focus on shipping new features`",,Store Associate,,`Managing order fulfillment`,,
2025-10-20,16:14:09,UTC,https://manager.shinola.p.newstore.net/sales/orders,shinola,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,
2025-10-14,14:18:07,UTC,https://manager.shinola.p.newstore.net/insights/explore/home,shinola,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-14,15:11:11,UTC,https://manager.shinola.p.newstore.net/insights/reports/7d1d627b-ff82-4bc7-9840-4e1d4741ce55,shinola,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-14,21:14:35,UTC,https://manager.shinola.p.newstore.net/,shinola,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.14 Safari/605.1.15",Happy,,,,,,,,
2025-10-10,14:54:30,UTC,https://manager.sweatybetty.p.newstore.net/catalog/store-catalog-uk/locales/en-gb/products/sb4680b_07w$xs,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,Customer Service Representative,,"`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory`",,
2025-10-10,9:15:43,UTC,https://manager.sweatybetty.p.newstore.net/store-operations/inventory/asns,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,Store Manager or Assistant Store Manager,,,,
2025-10-13,9:33:18,UTC,https://manager.sweatybetty.p.newstore.net/login,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,"`NOM is difficult to use.` ,`NOM is slow, laggy or unreliable.` ,`NOM lacks features or functionality I need.`","`Make it more user friendly` ,`Improve the speed and performance`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up customer information` ,`Managing products and inventory` ,`Other (Please specify)`",,
2025-10-15,8:20:11,UTC,https://manager.sweatybetty.p.newstore.net/settings/users-and-roles/users#accepted,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Disappointed,"`NOM is difficult to use.` ,`NOM is slow, laggy or unreliable.` ,`NOM lacks features or functionality I need.`","`Make it more user friendly` ,`Make it easier to import and export data`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-13,9:39:19,UTC,https://manager.sweatybetty.p.newstore.net/login,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Extremely Disappointed,"`NOM is slow, laggy or unreliable.` ,`NOM lacks features or functionality I need.`","`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data`",,Supervisor,,,,
2025-10-10,10:02:11,UTC,https://manager.sweatybetty.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc&filters[products.fulfillmentlocation][]=037&filters[placedat][min]=2025-10-09&filters[placedat][max]=,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Happy,,,,,,,,
2025-10-10,11:07:06,UTC,https://manager.sweatybetty.p.newstore.net/customers?filters=%5b%5d&globalfilter=&pageindex=0&pagesize=20&sortby=%5b%7b%22id%22%3a%22created_at%22%2c%22desc%22%3atrue%7d%5d,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-12,16:14:05,UTC,https://manager.sweatybetty.p.newstore.net/login,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-16,7:47:17,UTC,https://manager.sweatybetty.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-16,15:45:26,UTC,https://manager.sweatybetty.p.newstore.net/login,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-18,14:00:45,UTC,https://manager.sweatybetty.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-21,7:47:08,UTC,https://manager.sweatybetty.p.newstore.net/sales/orders,sweatybetty,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-20,5:00:07,UTC,https://manager.trybe.p.newstore.net/store-operations/inventory/asns/146ec940-afba-43be-a97b-6c9f33583bc1?backsearch=%2fstore-operations%2finventory%2fasns%3fsearch%3d6809641796,trybe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,Other (Please specify),,,,
2025-10-14,1:17:58,UTC,https://manager.trybe.p.newstore.net/,trybe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-14,5:44:43,UTC,https://manager.universalstore-sandbox.p.newstore.net/sales/orders/bfcbd475-d424-4e49-87ef-59c2be05c1e9,universalstore-sandbox,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Safari/605.1.15",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Engineering/IT Professional,,"`Looking up orders and order statuses` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-10,17:52:33,UTC,https://manager.untuckit.p.newstore.net/#/login,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Disappointed,`Other (Please describe)`,,,Other (Please specify),,,,
2025-10-12,17:30:34,UTC,https://manager.untuckit.p.newstore.net/dashboard/sales-view,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,,,Store Associate,,`Looking up customer information`,,
2025-10-12,20:56:32,UTC,https://manager.untuckit.p.newstore.net/sales/orders?page=2&pagesize=10&filters[placedat][min]=2025-10-11&filters[placedat][max]=&filters[placementlocation.label][]=099_brea&sortby=placedat&dir=desc,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Associate,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-14,20:47:25,UTC,https://manager.untuckit.p.newstore.net/dashboard/sales-view,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",Extremely Disappointed,`NOM is difficult to use.`,"`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data` ,`Focus on shipping new features`",,Store Associate,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,
2025-10-15,2:24:30,UTC,https://manager.untuckit.p.newstore.net/sales/orders?page=0&pagesize=10&filters%5bplacedat%5d%5bmin%5d=2025-10-14&filters%5bplacedat%5d%5bmax%5d=&filters%5bplacementlocation.label%5d%5b%5d=101_del_amo&sortby=placedat&dir=desc,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,Store Associate,,,,
2025-10-10,13:31:37,UTC,https://manager.untuckit.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc&filters[place(...)ocation][]=030_tysons_corner&filters[placementlocation.label][]=030_tysons_corner&filters[channeltype][]=store,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-10,18:20:41,UTC,https://manager.untuckit.p.newstore.net/sales/orders?page=0&pagesize=10&filters[placedat][min]=2025-10-09&filters[placedat][max]=2025-10-09&filters[placementlocation.label][]=100_mission_viejo&sortby=placedat&dir=desc,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory`",,
2025-10-10,20:25:50,UTC,https://manager.untuckit.p.newstore.net/login,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,`Using Insights and reports`,,
2025-10-21,2:51:55,UTC,https://manager.untuckit.p.newstore.net/login,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-10,13:43:18,UTC,https://manager.untuckit.p.newstore.net/sales/orders/9a1c2b69-e5b2-4011-98c7-f5143a52320a,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Disappointed,"`NOM is slow, laggy or unreliable.` ,`NOM lacks features or functionality I need.`","`Make it more user friendly` ,`Improve the speed and performance`",,Supervisor,,,,
2025-10-18,19:19:38,UTC,https://manager.untuckit.p.newstore.net/,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Supervisor,,,,
2025-10-10,12:47:09,UTC,https://manager.untuckit.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,untuckit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-10,12:59:47,UTC,https://manager.untuckit.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,untuckit,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-10,13:35:28,UTC,https://manager.untuckit.p.newstore.net/insights/reports/a1a28fff-b361-437c-b390-2a4e394137c6,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-10,13:47:10,UTC,https://manager.untuckit.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-10,16:30:24,UTC,https://manager.untuckit.p.newstore.net/sales/orders?page=0&pagesize=10&filters[placedat][min]=2025-10-09&filters[placedat][max]=&filters[placementlocation.label][]=089_long_beach&sortby=placedat&dir=desc,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,,,,,,,
2025-10-10,16:53:23,UTC,https://manager.untuckit.p.newstore.net/insights/reports/a1a28fff-b361-437c-b390-2a4e394137c6,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-10,17:21:59,UTC,https://manager.untuckit.p.newstore.net/insights/reports/a1a28fff-b361-437c-b390-2a4e394137c6,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-14,13:28:58,UTC,https://manager.untuckit.p.newstore.net/catalog/storefront-catalog-en/locales/en-us/products/42224mrnreglg?lastcount=10&lastoffset=0&lastquery=42224mrn,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",Disappointed,,,,,,,,
2025-10-18,16:40:34,UTC,https://manager.untuckit.p.newstore.net/sales/orders?page=0&pagesize=10&filters%5bplacedat%5d%5bmin%5d=2025-10-18&filters%5bplacedat%5d%5bmax%5d=&filters%5bplacementlocation.label%5d%5b%5d=007_king_of_prussia&sortby=placedat&dir=desc,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-18,17:55:52,UTC,https://manager.untuckit.p.newstore.net/dashboard/sales-view,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-20,16:01:14,UTC,https://manager.untuckit.p.newstore.net/sales/orders,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Disappointed,,,,,,,,
2025-10-20,17:43:29,UTC,https://manager.untuckit.p.newstore.net/login,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",Extremely Happy,,,,,,,,
2025-10-20,20:45:04,UTC,https://manager.untuckit.p.newstore.net/,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,,,,,
2025-10-20,23:57:52,UTC,https://manager.untuckit.p.newstore.net/#/login,untuckit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-14,16:18:16,UTC,https://manager.vbretail.p.newstore.net/insights/reports,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance`",,Other (Please specify),Retail Training,"`Using Insights and reports` ,`Managing products and inventory`",,
2025-10-11,13:32:53,UTC,https://manager.vbretail.p.newstore.net/insights/reports,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-11,15:55:12,UTC,https://manager.vbretail.p.newstore.net/insights/reports,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,`Using Insights and reports`,,
2025-10-20,22:16:58,UTC,https://manager.vbretail.p.newstore.net/insights/reports,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory`",,
2025-10-10,14:38:10,UTC,https://manager.vbretail.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Supervisor,,`Using Insights and reports`,,Our sales do not add to total amount for a very long time.  Very hard to close when numbers are not accurate
2025-10-10,15:25:03,UTC,https://manager.vbretail.p.newstore.net/dashboard/realtime-dashboard,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,`Make it more user friendly`,,Supervisor,,`Looking up orders and order statuses`,,n/a
2025-10-10,10:08:10,UTC,https://manager.vbretail.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-10,12:11:28,UTC,https://manager.vbretail.p.newstore.net/insights/reports/7915fc4e-f623-4cfc-8ecd-22f8742d2744,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-10,17:57:14,UTC,https://manager.vbretail.p.newstore.net/sales,vbretail,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-11,14:20:38,UTC,https://manager.vbretail.p.newstore.net/insights/reports/7915fc4e-f623-4cfc-8ecd-22f8742d2744,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Disappointed,,,,,,,,
2025-10-12,0:31:53,UTC,https://manager.vbretail.p.newstore.net/insights/reports,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,"`NOM is slow, laggy or unreliable.`",,,,,,,
2025-10-13,23:40:51,UTC,https://manager.vbretail.p.newstore.net/insights/reports,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Disappointed,,,,,,,,
2025-10-14,14:30:47,UTC,https://manager.vbretail.p.newstore.net/sales/orders/1733cd35-23b6-4527-87ed-94c074079c17,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Disappointed,,,,,,,,
2025-10-16,19:59:21,UTC,https://manager.vbretail.p.newstore.net/dashboard/realtime-dashboard,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-17,23:18:50,UTC,https://manager.vbretail.p.newstore.net/,vbretail,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-21,0:08:20,UTC,https://manager.vince.p.newstore.net/insights/reports/a7cc93a8-2883-452d-bbb5-c83d48a3734d,vince,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,`Make it more user friendly`,,Customer Service Representative,,`Managing products and inventory`,,
2025-10-17,17:45:49,UTC,https://manager.vince.p.newstore.net/insights/reports,vince,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Disappointed,`Other (Please describe)`,`Other (Please specify)`,"Cannot access the dashboard after logging in. receiving an error message for the last 2 days.
",Other (Please specify),District Manager,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-10,14:16:33,UTC,https://manager.vince.p.newstore.net/login,vince,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Associate,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-10,23:49:36,UTC,https://manager.vince.p.newstore.net/sales/orders?page=0&pagesize=10&filters[products.fulfillmentlocation][]=v-ffl-4925-riveroaks&sortby=placedat&dir=desc,vince,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,`Make it more user friendly`,,Store Associate,,"`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing order fulfillment`",,
2025-10-11,16:56:34,UTC,https://manager.vince.p.newstore.net/login,vince,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Make it more user friendly`,,Store Associate,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,
2025-10-10,14:19:25,UTC,https://manager.vince.p.newstore.net/sales/orders/d3caa6f6-268a-43ef-9ec1-6f5d5540b20b,vince,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses`",,
2025-10-10,16:43:40,UTC,https://manager.vince.p.newstore.net/sales/orders/fd49de6a-13a7-4ddd-92a2-4bc8e85a42d1,vince,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data` ,`Focus on shipping new features`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,
2025-10-11,16:57:25,UTC,https://manager.vince.p.newstore.net/insights/reports/e591795f-adfb-4092-892e-7ab957c5efbc,vince,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing order fulfillment`",,
